Gene "ID_REF"	"GSM243346"	"GSM243347"	"GSM243348"	"GSM243349"	"GSM243350"	"GSM243351"
14248 "1416044_at"	532.6	442.7	358.4	325.2	364.1	378.5
20587 "1416045_a_at"	875.6	881.3	793.1	766.1	781.7	847.8
66848 "1416046_a_at"	160.6	152.2	144.3	157.3	180.6	159.1
66848 "1416047_at"	6	1.6	6.4	5.6	2	1.2
54383 "1416048_at"	1042.2	874.7	718.5	742.7	612.6	825.7
104174 "1416049_at"	144.2	166.6	167.8	130.9	108.3	110.3
20778 "1416050_a_at"	203.1	176.5	167.2	186.4	169.6	179.3
12263 "1416051_at"	5.8	8.1	4.2	0.9	1.9	1.5
19139 "1416052_at"	667.7	657.9	642.9	534.2	591.1	576
16979 "1416053_at"	158.5	110.4	169.7	226.8	256.8	148.5
20103 "1416054_at"	7413.3	7896.2	6961.1	7411.7	7419.3	7549.2
109959 "1416055_at"	3	1.6	0.5	0.4	4.9	0.6
104130 "1416056_a_at"	2436.9	2763.9	2582.6	2707.8	2582.5	2728.3
104130 "1416057_at"	2653.6	1809.9	1652.3	1614.3	1716	1925.5
11949 "1416058_s_at"	3316.5	4755.7	4107.7	4033.7	4127.6	4406.7
27054 "1416059_at"	557.7	625.4	605.8	605.5	591.6	690
66687 "1416060_at"	603.1	701.8	764.3	832.7	816.1	788.6
66687 "1416061_at"	364.6	368.2	429.7	445.7	383.5	446.9
66687 "1416062_at"	51.9	49.5	89.4	95.4	83.5	67.2
66996 "1416063_x_at"	0.6	0.5	5.4	0.2	0.5	0.2
14828 "1416064_a_at"	5121.9	5779.3	5691.7	5305.2	5143.4	5252.3
102334 "1416065_a_at"	909.6	1101.7	1006.6	1022.5	758.3	889.8
12527 "1416066_at"	211.2	206.4	195.8	221.6	228	195.6
15982 "1416067_at"	405.4	529.5	516.9	480.7	401.3	483
NA "1416068_at"	1143.6	1489.1	1235.8	1220.4	1156.2	1324.8
56421 "1416069_at"	62.2	26.5	45.4	66.9	77	68.9
66942 "1416070_a_at"	452.3	586.3	595.4	569.6	539.1	597.7
66942 "1416071_at"	788.9	840.1	795.1	679.2	659.5	769.6
12490 "1416072_at"	374.9	271.9	372.6	364.7	376.2	407.2
445007 "1416073_a_at"	532.1	582.3	494.3	485.5	451.6	543.8
NA "1416074_a_at"	10941.5	9731.9	7979.6	8535.1	8562.3	8792.1
64010 "1416075_at"	206.1	159.6	144	187.1	158.6	165.1
NA "1416076_at"	658.5	936.9	908.9	882.1	773.9	907.6
11535 "1416077_at"	30	14	8.1	30.3	11.2	12.4
110157 "1416078_s_at"	526.2	507.9	465.7	574.9	491.5	487.8
56443 "1416079_a_at"	716.7	688.8	605.4	635.3	637.3	682.4
11490 "1416080_at"	9.8	28.9	27.7	21.8	32.3	16.7
17125 "1416081_at"	213.4	92.1	143.8	116.6	181.7	132.5
19324 "1416082_at"	2860.3	3194.6	3199.4	3384	3611.2	3484.9
22682 "1416083_at"	1436.4	1578.7	1611.2	1660.9	1604.6	1729
22682 "1416084_at"	176.5	188.8	206.2	227.8	216.9	198.4
22682 "1416085_s_at"	974.3	978.1	1014.6	1192.9	1080.2	1208.8
22022 "1416086_at"	179.2	144.9	144.7	137.6	151	155.8
11769 "1416087_at"	332.5	405	384.1	414	425	437
NA "1416088_a_at"	6003	7027.9	6037.6	6358.9	6181	6523.2
20054 "1416089_at"	6229.8	6522.6	5173.1	5976.1	5352.4	5840.5
68263 "1416090_at"	1359.5	1686.6	1592	1569.6	1613.5	1662.7
17758 "1416091_at"	338.2	273.5	240.3	216.8	245.7	215.7
17758 "1416092_a_at"	526.5	378	332.4	303	365.4	301.9
66448 "1416093_a_at"	675.2	886	721.5	769.8	697.5	808.5
11502 "1416094_at"	365.1	402.7	380.9	366.2	410.8	408.7
66118 "1416095_x_at"	1631.5	1902.7	1830.1	1726.7	1776.4	1880.1
104799 "1416096_at"	296.6	277	249.7	319.8	327.9	356.9
192198 "1416097_at"	35.7	23.9	21.9	27.9	23.5	23.9
20974 "1416098_at"	17.2	10.2	15.1	12.9	12.1	16.7
NA "1416099_at"	7505.1	8590.2	7712.6	7772.2	7710.2	7847.3
55944 "1416100_at"	1818.3	2306.7	1978.9	1959.6	1825	2164.1
50708 "1416101_a_at"	244.8	303.9	356.2	247.5	268.1	296
22631 "1416102_at"	1303.5	986.6	1167.2	1276.1	1366.5	1371.1
22631 "1416103_at"	233.7	237.4	222.6	229.3	248	225.4
24070 "1416104_at"	267.7	286.2	266.5	318.2	303.9	345.9
18115 "1416105_at"	916.4	843.1	712.8	531.9	618	564.5
100087 "1416106_at"	574.9	649.2	545.1	481.1	458.7	591.5
18197 "1416107_at"	51.4	23.4	32.1	70.3	47	58.7
66111 "1416108_a_at"	516.7	478.9	464.3	441.7	485.7	401.5
71665 "1416109_at"	333	262	304.8	324.6	375	321.4
67843 "1416110_at"	381.7	361.5	301.6	376.3	340	391.7
12522 "1416111_at"	183.6	189.3	199.8	178.8	177.6	202.8
12868 "1416112_at"	1427.1	1828.9	1674.9	1506.6	1559.6	1628.8
14232 "1416113_at"	487.4	299.4	340	316.3	460.4	395.2
13602 "1416114_at"	553.5	363.3	416.9	356.7	405.4	390.1
50793 "1416115_at"	411.8	402.3	398	408.3	393.1	409.5
50793 "1416116_at"	108	144.8	150.5	102.4	103.2	87.8
50793 "1416117_at"	49.2	54.2	54.3	38	39.6	48
66949 "1416118_at"	1017.9	1257.9	1239.7	1208.4	1066	1197.2
22166 "1416119_at"	4583.9	5295.8	4662.8	4710.6	4550.4	4751.2
20135 "1416120_at"	900.5	1061	971.3	853.4	802.4	856.3
16948 "1416121_at"	211.5	102.9	178.9	192.8	293	207.6
12444 "1416122_at"	3032.5	3579.8	3534.7	3744.5	3566.6	3592.5
12444 "1416123_at"	293.9	157.9	272.6	335.7	307.4	347.5
12444 "1416124_at"	196.9	175.3	206.2	190.7	198.4	192.6
14229 "1416125_at"	477.9	522.9	412.3	411.8	397.3	412.7
20017 "1416126_at"	260.2	350.2	247.8	265.4	220.9	325.6
13437 "1416127_a_at"	997.3	1005.8	967	1120.4	1004.5	1225.2
NA "1416128_at"	64.3	78.5	63.7	85.3	100.8	71.9
74155 "1416129_at"	364.9	421.8	426.9	443.7	445	489.1
19122 "1416130_at"	125.1	76.8	107.1	91.4	118.1	102.5
76740 "1416131_s_at"	308.1	295.3	273.9	246.2	278.7	257.3
76740 "1416132_at"	110.5	94	88.6	76.5	81.8	82.4
76740 "1416133_at"	328.1	249.5	225.6	244.9	226.1	241.4
11803 "1416134_at"	78.7	37.4	37.7	42.2	49.2	39.2
11792 "1416135_at"	2190.7	2828.3	2569.3	2586	2370.8	2504.4
17390 "1416136_at"	1226	876.1	824.4	727.5	866.5	909.6
11750 "1416137_at"	103.3	77.6	74.1	87.3	91.3	70.5
11750 "1416138_at"	280.8	219.5	231.7	249.6	288	263.7
19693 "1416139_at"	17	10.5	14.5	22.4	10.1	13.3
72831 "1416140_a_at"	896	883.1	746.5	718.6	673.2	795.8
NA "1416141_a_at"	8964.9	9144.3	7757.4	8729.6	8300.9	8331
20104 "1416142_at"	419.2	608.1	418.4	783.4	715.9	871.2
11957 "1416143_at"	3582.6	3980.3	3622.2	3463.5	3369.2	3699.4
13204 "1416144_a_at"	2607.6	3449.7	3656.6	3605.4	3360.1	3263
13204 "1416145_at"	2991.6	3525.1	3398.1	3255.6	3275.4	3425.2
15525 "1416146_at"	1564.8	1879	1512.8	1512.4	1339.5	1656.6
15525 "1416147_at"	371.7	361.8	358.2	267.4	324.1	250.2
114128 "1416148_at"	945.9	771.9	831.4	802.1	827.2	812.8
50914 "1416149_at"	11.8	10.1	2.2	5.4	5.7	1.3
20383 "1416150_a_at"	3499.7	4414.4	4227.4	4620.2	4497.9	4459.8
20383 "1416151_at"	800.5	1014	1040.2	1124	1051.9	1114.6
20383 "1416152_a_at"	1634.8	1943.3	2067.4	2037.2	1926.7	2105.5
NA "1416153_at"	898.6	1098.9	1011.9	1138.5	1127.2	1091.9
NA "1416154_at"	14.8	19.1	18.5	12.3	25.8	16
15354 "1416155_at"	2218.7	2533.2	2416.1	2656.6	2492.4	2696.2
22330 "1416156_at"	731.5	707.5	794.1	689.8	779.3	697.4
22330 "1416157_at"	97.1	67.4	82.6	66.8	66.3	70.3
11819 "1416158_at"	1181.8	835.6	722.2	1034.9	1119.8	1200.5
11819 "1416159_at"	2279.4	1456.5	1431.5	1273.8	1216	1513.3
11819 "1416160_at"	560.2	427.6	425.6	460.5	415	459.3
19357 "1416161_at"	2381.4	2626.5	2482	2755.6	2991.7	2482.3
19357 "1416162_at"	652.4	476.8	508.8	526.3	491.4	549.3
26891 "1416163_at"	732.6	947	859.1	840	905.8	889.6
23876 "1416164_at"	259.5	202	243.1	253.1	379.8	277
106572 "1416165_at"	250.7	240.9	231.3	245.9	291.7	280.3
53381 "1416166_a_at"	607	640.8	653.7	839.5	1131.7	644.2
53381 "1416167_at"	2339	2076.4	1775.8	1917.1	1909.2	2114.2
20317 "1416168_at"	710.8	560.6	592	633.1	674.8	671.4
116913 "1416169_at"	0.7	0.3	3.7	0.8	5.4	0.7
68015 "1416170_at"	461.9	605.4	498.1	529	546	500.9
69612 "1416171_at"	908.5	1036.1	954.2	958.7	856.9	973.3
64934 "1416172_at"	337.6	416.5	365.5	526.9	447.3	477
64934 "1416173_at"	102.4	146.7	149.2	163.8	185.5	146.7
26450 "1416174_at"	199.6	116.8	122.3	429.6	527.5	585.8
22335 "1416175_a_at"	2066	2653.3	2465.2	2546	2427.6	2636.2
15289 "1416176_at"	2325.1	2672.3	2495.8	2587.5	2542.9	2646.4
19656 "1416177_at"	2335.8	2879.7	2679	2888.4	2738.3	2816.7
27276 "1416178_a_at"	18.6	12.4	20.5	18.2	17.7	17.3
19684 "1416179_a_at"	1665.6	2120.5	2417.8	2413.7	2658.4	2208.3
19684 "1416180_a_at"	366	215.3	375.6	438.9	351.8	390.2
67943 "1416181_at"	1754.3	1823.9	1675.1	1530.5	1568	1682.6
57267 "1416182_at"	163.9	116.6	127.7	108.1	112.8	138.7
16832 "1416183_a_at"	1331.8	1042.1	837.4	945.7	966.1	990.1
15361 "1416184_s_at"	1808.4	1481.2	1090.7	997.2	832.9	1094.6
11532 "1416185_a_at"	2346.1	2916.6	2590.8	2664.7	2654.7	2895.2
52830 "1416186_at"	824.9	940.6	937.2	957	1078.8	946.8
52830 "1416187_s_at"	1103	1277.3	1366.5	1305.2	1690.2	1431.1
14667 "1416188_at"	24.4	38.9	46	54.5	42	44.9
53421 "1416189_a_at"	1430.8	1830.3	1726.3	1618.6	1626.5	1758.3
53421 "1416190_a_at"	188.9	185.2	188.6	187.9	173.8	180.1
53421 "1416191_at"	307.1	270.8	359.8	351.9	274.2	308.6
108124 "1416192_at"	116.2	117.1	101.6	109.2	93.4	105.4
12346 "1416193_at"	2.1	2.4	6.2	5.7	4.2	4.8
13120 "1416194_at"	10.5	16.7	11.8	9	8.1	9.1
19062 "1416195_at"	122.4	116.3	99.3	126.9	121.6	109.1
16785 "1416196_at"	3.2	12.2	19	12.3	2.1	12.5
20630 "1416197_at"	1407	1833.3	1708.9	1819.2	1683.2	1864.9
57314 "1416198_at"	518.6	433.5	523.9	466.4	502.1	559.6
16582 "1416199_at"	71.4	75.7	52.1	54.5	64.2	61.2
77125 "1416200_at"	336.6	285.8	375.4	304	433.8	337.4
12928 "1416201_at"	660.5	658.8	695.8	587.6	567.2	551.6
12034 "1416202_at"	1816.9	1876.6	1643.2	1609.8	1634.4	1831.7
11826 "1416203_at"	50.4	24.4	23.5	30.6	38.5	28.7
14555 "1416204_at"	24.5	9.7	14.4	21.2	15.8	10.7
12091 "1416205_at"	205.9	161.7	162.6	174.5	186.4	181.6
20469 "1416206_at"	179.2	148.3	122.9	132.2	134.6	110.1
66826 "1416207_at"	293.4	288.3	286.5	305.9	298.4	302.7
59025 "1416208_at"	983.2	1011.4	1035.2	966.1	871.3	943.2
14661 "1416209_at"	920.8	799.2	770.8	824.2	735.6	806.2
102462 "1416210_at"	715.8	845.3	813	729	696.7	833.9
19242 "1416211_a_at"	501.4	332.4	463.2	585.9	597.2	521
17149 "1416212_at"	2831.9	3599.6	3052.6	2989.7	2918.6	3191.5
20932 "1416213_x_at"	459.9	411.8	415.3	396.6	394.9	409.9
17217 "1416214_at"	2105.7	2502.7	2325.2	2181.7	2184.8	2471.9
53334 "1416215_at"	105.3	121.5	154	192.8	163	198.4
19707 "1416216_at"	422.2	429.3	443.4	375.1	380.7	427.5
NA "1416217_a_at"	7234.6	7903.2	7082.8	7526.3	7241	7444.8
NA "1416218_x_at"	443	488.8	504.1	527.6	419.6	520.3
19921 "1416219_at"	7793.2	7787.8	6878	7068.3	6899.3	7124.9
69019 "1416220_at"	1600.5	1745.2	1780	1633.4	1717.7	1675.2
14314 "1416221_at"	3329.1	3040.5	3147.8	3337.9	3755.7	3067.7
18194 "1416222_at"	395	503.3	473.7	362	368.2	310.7
79566 "1416223_at"	150.7	127.3	175.6	143.6	135	197
22642 "1416224_at"	127	128.9	105.5	131.9	147.2	142.7
11522 "1416225_at"	157.9	163.5	201.1	145.2	223	179.7
11867 "1416226_at"	477	430.3	349.1	338	440.3	336.1
NA "1416227_at"	4.5	11.6	3.6	6.6	6	13.4
23988 "1416228_at"	804.6	1048.2	948.1	943.9	898.3	995.7
54391 "1416229_at"	287.1	329.9	328.2	280.1	305.4	299.4
54391 "1416230_at"	271.8	331.4	316.9	316.6	327.5	327.1
234729 "1416231_at"	91.6	103.2	64.6	59	103.3	68.1
50913 "1416232_at"	1.3	0.4	1.1	3	2.8	0.7
54709 "1416233_at"	3666	4013.8	3420.2	3362.8	3282.4	3925.1
98238 "1416234_at"	1480.2	1669.6	1479.9	1495.3	1478.1	1502.2
98238 "1416235_at"	779	690.6	722.5	625.9	621.9	618.2
14012 "1416236_a_at"	171.9	241.9	187.2	177.7	234	185.9
14012 "1416237_at"	48.5	49.5	36.8	58	39.6	34.3
21846 "1416238_at"	170.2	86.3	88.2	70.5	98.4	76.7
11898 "1416239_at"	41.5	19.4	35.8	25.4	4	13.8
19177 "1416240_at"	3946.9	4219.8	3913.8	4078.1	4062.4	4335.1
110379 "1416241_at"	859.9	1047.7	965.7	930.1	897.7	951.7
67455 "1416242_at"	140.5	101.1	100.3	112.1	186	137
NA "1416243_a_at"	7364	7750.9	6973	6908.2	6958.1	7272.1
12785 "1416244_a_at"	3722.2	4494.8	4140.8	4266.6	3946	4282.4
66077 "1416245_at"	832.6	1045.2	826.9	867.4	817.1	955.4
12721 "1416246_a_at"	120.4	74	90.4	97.4	145.5	108
53598 "1416247_at"	678.7	572.8	471.2	552.9	500.2	575.3
192185 "1416248_at"	397.4	446.3	386.4	421.1	389.8	473.8
192185 "1416249_at"	210.7	214.3	227.6	192.8	194.6	213.9
12227 "1416250_at"	83.5	58.1	92.2	142.4	165	131.2
17219 "1416251_at"	2853	2640.7	2854.2	2654.1	2543.3	2928.4
106504 "1416252_at"	809.3	818.4	850.6	823.2	739.2	726.4
NA "1416253_at"	272.2	352	347.3	351	370.4	374.5
80743 "1416254_a_at"	273	303.3	208	253.8	232.7	225.1
14612 "1416255_at"	150.4	87.1	115.1	103.1	99.5	90.9
22154 "1416256_a_at"	6192.5	6635.7	5972.3	6433.6	6201.1	6446.5
12334 "1416257_at"	794.8	847.7	750.2	724.7	909.1	847.7
21877 "1416258_at"	479.6	572.8	453.1	449.9	473.5	512.5
103737 "1416259_at"	106.3	104.4	114.4	113.9	126.1	122.1
56440 "1416260_a_at"	343.8	397.5	377	461.7	442.9	396.5
67226 "1416261_at"	162.2	124.2	134.6	128.6	149.7	142.9
67226 "1416262_at"	127.2	95.6	96.3	105.5	116.7	111.4
56325 "1416263_at"	11.8	4.4	3.5	1.9	3.7	7.6
56325 "1416264_at"	5.9	20.5	3.6	27.6	29.1	10.1
23830 "1416265_at"	97.6	91	80.9	72.2	75	79.5
18610 "1416266_at"	16.8	10.3	16.4	1.8	14.1	8.4
56367 "1416267_at"	415	466.4	518.3	494.2	533.7	461.5
23872 "1416268_at"	699.3	681.4	587.4	654.9	562.7	614
57423 "1416269_at"	2637.4	3482.5	3063.1	2951.3	2843.9	3121.4
67710 "1416270_at"	1267.4	1443.4	1320.6	1362.3	1308.5	1411.7
64058 "1416271_at"	10.8	11.5	15.1	20.9	14.1	11.3
56692 "1416272_at"	443.9	574	562.6	629.1	567.2	611.9
21928 "1416273_at"	53.5	44.3	25.9	41.2	40.6	47.5
83429 "1416274_at"	62.6	57.4	46.7	47.8	58.9	51.6
171429 "1416275_at"	56.8	47.1	36.4	34.4	32.6	41.3
20102 "1416276_a_at"	9531.9	10356.4	9368.4	9404.9	9758.7	9274.2
56040 "1416277_a_at"	8931.4	8889.2	7746.7	8145.7	8052.7	8139.2
NA "1416278_a_at"	3730.8	3880.2	3304.3	3846.3	3297	4042.2
11764 "1416279_at"	302.2	249.8	248.5	204.3	251.5	246.5
50995 "1416280_at"	1961.2	2485.5	2302.2	2149.6	2172.4	2366.3
66840 "1416281_at"	678.8	721.3	689.1	705.3	719.5	740.5
19182 "1416282_at"	1717.3	2123.6	1894.3	1981.4	1991	2103.3
14450 "1416283_at"	585.4	652.5	618.9	550	493.4	573.2
68611 "1416284_at"	564.7	635.8	570.3	580.7	543.7	555.8
66377 "1416285_at"	1033	1178.3	1020.3	952.2	911.3	1000
19736 "1416286_at"	130.2	3.4	17.5	98.3	35.7	13.1
19736 "1416287_at"	65	2.7	23.3	67.8	29.7	11.8
15502 "1416288_at"	3415.1	4442.5	4037.3	4026.5	3774.8	4007.9
18822 "1416289_at"	246.5	176	177.9	130.6	161	126.5
23996 "1416290_a_at"	2414	3490.9	2857.5	2662.2	2746.2	3156.1
23996 "1416291_at"	1221	1489.5	1276.1	1327.9	1261.4	1382.5
11757 "1416292_at"	552.8	620.7	559.1	519.8	643	659.2
18028 "1416293_at"	19.7	12.7	17.6	23.9	26.1	16.2
NA "1416294_at"	350	331.5	283.6	223.2	274.9	273.3
16186 "1416295_a_at"	83.8	62.7	103.4	108.3	73.2	74.9
16186 "1416296_at"	73.1	39.9	63.9	45.4	67.9	60.4
18489 "1416297_s_at"	9.2	0.8	11.5	15	26	8.2
17395 "1416298_at"	15.8	4	24.9	3	5.7	18
20419 "1416299_at"	924.7	1086.2	1027.6	908	983.4	1029.9
18674 "1416300_a_at"	5050.8	6038.4	4918.7	4996.8	4880.1	5399
13591 "1416301_a_at"	94	75.4	122.5	142.2	234.3	120.6
13591 "1416302_at"	88.1	62.7	78.8	107.2	123.2	81.5
56722 "1416303_at"	742.5	722.3	619.8	662.9	688.9	674.5
56722 "1416304_at"	301	228.5	238.5	233.8	199.5	250.6
98402 "1416305_at"	108.4	141.5	89.8	108	97.5	70.9
23844 "1416306_at"	0.8	0.3	0.3	0.5	1.2	0.4
11767 "1416307_at"	495.3	515.1	445.9	408.3	446.7	477.4
22235 "1416308_at"	599.3	630.3	622.3	597.4	728.1	674.1
108907 "1416309_at"	1133.7	1224.4	1231.5	1073.2	1008.5	1108.5
108907 "1416310_at"	57.9	32.9	36	26	31.9	34.5
NA "1416311_s_at"	213.5	207.2	249.6	270.5	283.7	251.7
104458 "1416312_at"	1020.2	1479.7	1250.1	1260.3	1147.3	1202.5
56772 "1416313_at"	188.8	244	262.3	246.1	232.9	248.3
56772 "1416314_at"	7.5	5.6	10.6	7	5.9	10.4
105501 "1416315_at"	289.5	234.7	215	203.8	280.6	253.2
26458 "1416316_at"	12.5	0.8	2.1	4.8	2.3	2.3
70527 "1416317_a_at"	82.6	72.9	91.4	89	101.3	109
66222 "1416318_at"	8.7	6.8	1.8	11.1	39.3	6
11534 "1416319_at"	336.7	391.3	425.1	379.5	303.3	406.5
317717 "1416320_at"	125.9	149.1	146.7	138.6	127	179.2
116847 "1416321_s_at"	12.5	11.8	4.9	9.3	3.1	1.8
116847 "1416322_at"	0.9	1.2	0.9	3.2	0.8	1.1
66989 "1416323_at"	284.6	296	279.7	275.1	266.7	330.6
66989 "1416324_s_at"	282.3	238.2	233.7	255.3	249.5	246.2
11571 "1416325_at"	0.3	2.4	2.8	2.7	2.3	3.3
12925 "1416326_at"	184.5	126.4	155.8	166.3	249.6	179.3
66155 "1416327_at"	736.9	946.9	868.9	1005.2	991.4	1097.8
11974 "1416328_a_at"	596.5	639	561.3	596.9	659.8	740.8
20430 "1416329_at"	1430.5	1425.1	1376.4	1400.4	1478.5	1440.6
12520 "1416330_at"	1999	1846.2	1895.6	1812.9	2021.7	1900
18023 "1416331_a_at"	313.9	309.1	279.3	226.7	265.2	236.9
12696 "1416332_at"	213.4	161.6	155.7	310.3	344	285.1
13449 "1416333_at"	38.6	27.5	27	30.7	30.7	23.2
80707 "1416334_at"	56.9	35.1	40.7	38.8	44.9	55.4
17319 "1416335_at"	5567.1	6140.2	5392.6	5258.1	4710.7	5333.2
20641 "1416336_s_at"	1867.2	1867.7	1794.3	1642.6	1584	1732.3
67530 "1416337_at"	1588.4	2011.4	1785.8	1695.8	1815.8	1740.3
20405 "1416338_at"	408.6	411.1	416.1	387.1	364.5	380.2
19089 "1416339_a_at"	671.3	541.4	423.5	576.7	538.3	502.8
17159 "1416340_a_at"	375.4	344.9	316.2	283.5	278.9	268.3
20021 "1416341_at"	656.6	873.4	804.9	788.5	754.9	887.3
21923 "1416342_at"	176.6	135	205.3	146.6	189.2	102
16784 "1416343_a_at"	237.6	171.5	228.9	232.5	259.8	205.4
16784 "1416344_at"	354.6	287	302.7	299.6	366.3	296
30058 "1416345_at"	913.3	1240.9	1051.2	1033	938.2	1156.7
30058 "1416346_at"	270.8	308.3	360.6	284	262.3	306.1
17283 "1416347_at"	440.2	493.2	403.6	376.6	369	397.8
17283 "1416348_at"	206	173	103.7	128.4	103	125.3
94065 "1416349_at"	540	774.4	652.9	586.8	542.7	657.4
118445 "1416350_at"	137.8	134.6	122	102.9	87	91.4
26395 "1416351_at"	366.7	520.2	395.1	357.2	387.9	332.3
106529 "1416352_s_at"	966.5	1032.1	793.2	924	913.2	1109.8
22260 "1416353_at"	227.4	217.2	183.3	198.8	179.6	197
19655 "1416354_at"	511.8	585.5	497.2	524.7	579.3	596.3
19655 "1416355_at"	39	28.9	44.1	48	31.8	38.9
105446 "1416356_at"	276.5	309.2	272.3	273.7	275.5	289.7
84004 "1416357_a_at"	130.3	116	100.7	78.1	115.2	87.6
68294 "1416358_at"	153.3	132.3	148.9	167.4	147.6	189.5
170625 "1416359_at"	469.4	457.5	494.9	515.9	544.3	456.5
170625 "1416360_at"	197	83.8	173.8	213.8	166	183.1
13426 "1416361_a_at"	16.4	20.6	44.6	42.2	61.8	37.4
14228 "1416362_a_at"	1254.4	1437.5	1008.6	979.6	959.3	1048.5
NA "1416363_at"	57.3	39.6	61.1	72	33.4	52.4
15516 "1416364_at"	6360.8	6673.6	5808.3	6035.8	5859.5	6146.8
15516 "1416365_at"	4792.6	4015.6	4098.7	4583.8	4135.3	4558.7
NA "1416366_at"	1512.9	2031.9	1975.5	2058.3	1988	2158.8
66117 "1416367_at"	372.6	344.2	306.3	299.7	257	276.9
14860 "1416368_at"	989.3	1098	1118	873.2	947.7	1020.2
66631 "1416369_at"	433.1	458.1	457.6	413.3	465.2	473.1
22697 "1416370_at"	402.8	399.4	430.5	446.4	487.4	494.9
11815 "1416371_at"	3.4	1.9	1.1	12.7	5.8	2.2
19210 "1416372_at"	549.2	458.7	453.4	431.9	460.9	443.1
18041 "1416373_at"	284.4	290.3	228.5	264.5	272.7	255.7
55946 "1416374_at"	302.6	280.2	304.4	329.2	279.8	319.9
55946 "1416375_at"	60.9	88	101.3	94.3	84.1	86.1
69071 "1416376_at"	189.8	243.9	218.9	206.5	189.6	239.2
50996 "1416377_at"	201.4	174.4	153.7	149.8	132.6	164.4
59047 "1416378_at"	96.1	74.7	90.3	86.9	85.3	107.5
55991 "1416379_at"	256.3	248.1	191.4	233.2	214	260.2
17454 "1416380_at"	173.6	147.9	124.5	105.1	157.2	125.8
54683 "1416381_a_at"	438.1	549.8	477.4	493.5	521.5	553.5
13032 "1416382_at"	260.6	229.8	266.9	259.5	292.5	286.1
18563 "1416383_a_at"	148.7	127.1	130.2	136.9	120.8	147.9
59042 "1416384_a_at"	898.3	962.9	856	932.3	931.6	1014.2
17113 "1416385_a_at"	791.5	724	660.2	767.9	738.1	734.5
17113 "1416386_a_at"	217.8	240.8	230.4	325.9	241	240.6
117150 "1416387_at"	291.5	214.2	208.5	190.9	219.3	202.1
117150 "1416388_at"	91.4	76.5	64.8	69.2	59.3	46
105670 "1416389_a_at"	1096.3	1180.5	1076.8	1026.3	1087.6	1199.6
105670 "1416390_at"	544.3	583.6	644.3	673.9	658.5	615.6
71799 "1416391_at"	115.4	68.2	79.1	80.9	79.9	66.4
11984 "1416392_a_at"	2741.3	2841.4	2634.1	2739.1	2647.1	2689.9
14791 "1416393_at"	1684.7	2105.4	1893.5	1848	1726.7	2006.6
12017 "1416394_at"	972	1065.2	940.6	944.4	962.1	984.9
14923 "1416395_at"	398.6	406.3	340.4	326.5	281.8	339.3
69150 "1416396_at"	19.7	14.1	17.1	23.2	10.9	20.8
80889 "1416397_at"	177.1	80.3	96.2	110.1	95.1	111
80889 "1416398_at"	53	62.9	56.6	19.9	22.6	20.2
15369 "1416399_a_at"	733.9	747.6	650.2	624.3	665.6	710.7
66194 "1416400_at"	356.1	360.7	312.4	335.5	324.4	340.3
12521 "1416401_at"	180.8	92.3	122.4	156.8	176.1	107.3
56199 "1416402_at"	168.6	149.9	125.3	148.2	133	163.3
56199 "1416403_at"	74.2	53.7	52.7	73.3	63.7	69
20055 "1416404_s_at"	8511.5	9638.6	8695.3	8767.8	8391.9	8625.9
12111 "1416405_at"	707.5	390.1	397.1	407.1	368.9	333.8
18611 "1416406_at"	204.7	197.7	211.5	216.8	233.5	205.2
18611 "1416407_at"	389.9	368.8	364.3	303.4	406.2	347.3
11430 "1416408_at"	182.5	225	193.2	196.6	199.2	181.8
11430 "1416409_at"	159.7	129.5	152.1	159.1	150.2	125.9
18476 "1416410_at"	957.3	842.5	831.8	821.9	837.8	912.8
14863 "1416411_at"	288.4	192.7	195.7	201.6	232.7	221.2
18201 "1416412_at"	213	168.2	186.4	226.5	242.1	213
26898 "1416413_at"	0.3	0.4	4.9	0.9	0.9	1.4
100952 "1416414_at"	640.2	604.7	566.1	442.2	528.8	490.3
51788 "1416415_a_at"	8670	9518.5	8595.1	8845.7	8443.6	8625.6
14862 "1416416_x_at"	205.3	158.2	156.1	153.9	223.9	153
66916 "1416417_a_at"	1299.1	1723	1613.2	1694.6	1659.3	1763.5
57436 "1416418_at"	197.1	175.5	171.4	221.8	234.9	201.3
57436 "1416419_s_at"	330.9	315.2	285.3	359.2	400.1	365.6
20005 "1416420_a_at"	8186.4	8704.1	7776.3	8242	7838.9	7874.1
20823 "1416421_a_at"	660.1	627	729.1	805	767.7	705.8
20823 "1416422_a_at"	427.9	471.4	516.2	503.3	579.5	462.5
20823 "1416423_x_at"	219.7	332.3	280.7	339.7	335.4	311
66905 "1416424_at"	322.3	301.9	310.9	359.2	374.4	297.2
19298 "1416425_at"	297.8	338.4	375.8	395.2	378.5	417.9
271457 "1416426_at"	1076	1129	1178.8	1197	1307.4	1268.5
12453 "1416427_at"	3713	3052.8	2762.6	2836.4	2958.9	3266.2
59016 "1416428_at"	559.6	494.6	419.9	508	407.1	494.2
12359 "1416429_a_at"	714.3	1011.2	863.9	1032.6	1181.9	996
12359 "1416430_at"	729.6	667.4	621.4	662.5	734.4	752.5
67951 "1416431_at"	397.3	397.6	352.1	372.5	605.5	388.9
170768 "1416432_at"	98.3	92	98.6	90.8	83.1	95.6
